"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"11","Yong Ye, Mingyang Li, Xuelan Chen","Antinociceptive activity and pathway of the pallanalgesin isolated from venom of Agkistrodon halys (Pallas).",2013,"Pharmaceutical biology",NA,"2021-01-12 09:56:11","Journal Article","10.3109/13880209.2013.773521","1744-5116",51,"Venom of Agkstrodon halys (Pallas) is a traditional Chinese medicine for the control of severe pain, but its analgesic mechanism is not clear. To isolate the analgesic fraction from the venom, evaluate the profile of its action on pain using preclinical nociceptive tests and determine the involvement of neurotransmitters in its action. Venom was separated with SPXL resin, and further purified by Superdex 75 and Superdex 30 resin. Its biochemical characteristics were analyzed including molecular weight (MW), isoelectric point (pI) and amino acid sequence. Animal pain models were applied including the hot plate test, acetic acid-induced writhing test, formalin test, Randall-Selitto pressure test, antagonistic test, spinalized rats test and intracerebral injection test. The endogenous neuropeptides leucine-enkephalin, β-endorphin and P substance were determined by HPLC in the tissues of brain and spinal cord. An analgesic protein named pallanalgesin (MW 16.6 kDa, pI 8.8) was obtained from the venom of A. halys. It had significant antinociceptive activity in different animal pain models of thermal, chemical and mechanical stimulation. It effects both central and peripheral nerve systems, and it is related to opiate receptors and monoamines rather than acetylcholine receptors. Pallanalgesin could modulate the levels of neuropeptides in the brain and spinal cord, which contributes to the recovery of nerve injury and pain control. As a novel analgesic, pallanalgesin has been found to explain the function of the venom of A. halys on severe pain control in traditional uses, and can be used as a new analgesic in the future.","acetic_acid","pubmed"
"12","Irene Paterniti, Emanuela Esposito, Emanuela Mazzon, Maria Galuppo, Rosanna Di Paola, Placido Bramanti, Amar Kapoor, Christoph Thiemermann, Salvatore Cuzzocrea","Evidence for the role of peroxisome proliferator-activated receptor-beta/delta in the development of spinal cord injury.",2010,"The Journal of pharmacology and experimental therapeutics",NA,"2021-01-12 09:56:11","Journal Article","10.1124/jpet.110.165605","1521-0103",333,"Several lines of evidence suggest a biological role for peroxisome proliferator-activated receptor (PPAR)-beta/delta in the pathogenesis many diseases. The aim of the present study was to evaluate the contribution of PPAR-beta/delta in the secondary damage in experimental spinal cord injury (SCI) in mice. To this purpose, we used 4-[[[2-[3-fluoro-4-(trifluoromethyl)phenyl]-4-methyl-5-thiazolyl]methyl]thio]-2-methylphenoxy]acetic acid (GW0742), a high-affinity PPAR-beta/delta agonist. Spinal cord trauma was induced by the application of vascular clips (force of 24 g) to the dura via a four-level T5 to T8 laminectomy. SCI in mice resulted in severe trauma characterized by edema, neutrophil infiltration, production of inflammatory mediators, tissue damage, and apoptosis. GW0742 treatment (0.3 mg kg(-1) i.p.) 1 and 6 h after the SCI significantly reduced 1) the degree of spinal cord inflammation and tissue injury (histological score), 2) neutrophil infiltration (myeloperoxidase activity), 3) nitrotyrosine formation, 4) proinflammatory cytokines expression, 5) nuclear factor-kappaB activation, 6) inducible nitric-oxide synthase expression, and 6) apoptosis (terminal deoxynucleotidyl transferase dUTP nick-end labeling staining, FasL, Bax, and Bcl-2 expression). Moreover, GW0742 significantly ameliorated the recovery of limb function (evaluated by motor recovery score). To elucidate whether the protective effects of GW0742 are related to activation of the PPAR-beta/delta receptor, we also investigated the effect of PPAR-beta/delta antagonist methyl 3-({[2-(methoxy)-4 phenyl]amino}sulfonyl)-2-thiophenecarboxylate (GSK0660) on the protective effects of GW0742. GSK0660 (1 mg/kg i.p. 30 min before treatment with GW0742) significantly blocked the effect of the PPAR-beta/delta agonist and thus abolished the protective effect. Our results clearly demonstrate that GW0742 treatment reduces the development of inflammation and tissue injury associated with spinal cord trauma.","acetic_acid","pubmed"
"13","C Manelfe","Imaging of the spine and spinal cord.",1991,"Current opinion in radiology",NA,"2021-01-12 09:56:11","Journal Article","","1040-869X",3,"Recent technologic advances in MR imaging of the spine and spinal cord have been aimed at shortening examination time and suppressing artifacts. Gradient-recalled fast T2-weighted imaging is advocated for evaluating cervical radiculopathy. Better signal-to-noise ratios are achieved with three-dimensional Fourier transform gradient-recalled T2-weighted imaging and with decreased bandwidth acquisition. Obtaining high-contrast images of the spine is often complicated by the appearance of truncation artifacts. In outpatient radiculography, both iopamidol and iohexol appear safe, but iohexol seems better tolerated. In trauma, MR imaging is definitive, and signal abnormalities can help in evaluating neurologic recovery. Intraoperative spinal sonography may be helpful in evaluating acute injury. Enhancement with gadolinium diethylenetriamine penta-acetic acid is useful in the evaluation of disk space infections, osteomyelitis, and epidural abscess and in the study of spinal cord sarcoidosis. In patients with the acquired immunodeficiency syndrome, MR imaging may show hyperintense spine on T2-weighted images. MR imaging with gadolinium diethylenetriamine penta-acetic acid or gadolinium tetra-azacyclododecane tetra-acetic acid enhancement can be useful in evaluating intramedullary and intradural extramedullary tumors and for determining the extent of spinal leptomeningeal metastases. MR imaging can also be used to differentiate benign from pathologic fractures.","acetic_acid","pubmed"
"14","M R Pranzatelli, Y Y Huang, A M Dollison, M Stanley","Brainstem serotonergic hyperinnervation modifies behavioral supersensitivity to 5-hydroxytryptophan in the rat.",1989,"Brain research. Developmental brain research",NA,"2021-01-12 09:56:11","Journal Article","10.1016/0165-3806(89)90128-4","0165-3806",50,"Rat pups were injected intracisternally (i.c.) or intraperitoneally (i.p.) with 5,7-dihydroxytryptamine (5,7-DHT) or saline and challenged 2 and 14 weeks later with the 5-HT precursor 5-hydroxytryptophan (5-HTP), which evokes behavioral supersensitivity in adult rats, 5,7-DHT induced transient postinjection convulsions in rats injected i.c. but not i.p. Rats with either type of 5,7-DHT lesions displayed supersensitive behavioral responses to 5-HTP. However, rats lesioned by i.p. injections exhibited significantly greater shaking behavior (+1445%) in response to 5-HTP than their i.c. counterparts, who instead showed more forepaw myoclonus (+250%) and head weaving (+270%), the core features of the 5-HT syndrome. Differences in 5-HT syndrome behaviors were already present 2 weeks after lesioning, whereas the difference in shaking behavior was not. After 14 weeks, 5-HT was selectively depleted (-43 to -92%) in hippocampus, spinal cord, and frontal cortex, and differences between i.c. and i.p. 5,7-DHT routes were insignificant except in frontal cortex. Brainstem 5-HT concentrations were significantly increased (+35%) after i.p. 5,7-DHT injections in contrast to reduction (-89%) after i.c. 5,7-DHT; 5-hydroxyindole acetic acid/5-hydroxytryptamine (5-HIAA/5-HT) ratios were decreased (-20%) with either route. These data suggest that brainstem 5-HT hyperinnervation following i.p. 5,7-DHT injection modifies the functional consequences of injury in abating the 5-HT syndrome, but does not result in complete recovery since shaking behavior is enhanced. Loss of presynaptically mediated autoregulation or receptor dysregulation may play a major role in behavioral supersensitivity induced by 5-HTP in rats with 5,7-DHT lesions. To the extent that the 5-HT syndrome is mediated by 5-HT1A receptors and shaking behavior by 5-HT2 sites, differential responses to injury of 5-HT1A and 5-HT2 receptors may contribute to these behavioral differences.","acetic_acid","pubmed"
"15","A Horst, J A de Souza, M C Q Santos, A P K Riffel, C Kolberg, M F M Ribeiro, L S de Fraga, W A Partata","N-acetylcysteine downregulates phosphorylated p-38 expression but does not reverse the increased superoxide anion levels in the spinal cord of rats with neuropathic pain.",2017,"Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas",NA,"2021-01-12 09:57:08","Journal Article","10.1590/1414-431X20165801","1414-431X",50,"We determined the effect of N-acetylcysteine (NAC) on the expression of the phosphorylated p38 (p-p38) protein and superoxide anion generation (SAG), two important players in the processing of neuropathic pain, in the lumbosacral spinal cord of rats with chronic constriction injury (CCI)-induced neuropathic pain. The sciatic functional index (SFI) was also measured to assess the functional recovery post-nerve lesion. Thirty-six male Wistar rats were divided equally into the following groups: Naive (rats did not undergo surgical manipulation); Sham (rats in which all surgical procedures involved in CCI were used except the ligature), and CCI (rats in which four ligatures were tied loosely around the right common sciatic nerve), which received 2, 4, or 8 intraperitoneal injections of NAC (150 mg·kg-1·day-1) or saline beginning 4 h after CCI. Rats were sacrificed 1, 3, and 7 days after CCI. The SFI was measured on these days and the lumbosacral spinal cord was used for analysis of p-p38 expression and SAG. CCI induced a decrease in SFI as well as an increase in p-p38 expression and SAG in the spinal cord. The SFI showed a partial recovery at day 7 in saline-treated CCI rats, but recovery was improved in NAC-treated CCI rats. NAC induced a downregulation in p-p38 expression at all time-points evaluated, but did not reverse the increased SAG induced by CCI. Since p-p38 is a mediator in neuropathic pain and/or nerve regeneration, modulation of this protein may play a role in NAC-induced effects in CCI rats.","acetylcysteine","pubmed"
"16","Jian Guo, Yiqiao Li, Zhong Chen, Zhennian He, Bin Zhang, Yonghuan Li, Jianghua Hu, Mingyuan Han, Yuanlin Xu, Yongfu Li","N-acetylcysteine treatment following spinal cord trauma reduces neural tissue damage and improves locomotor function in mice.",2015,"Molecular medicine reports",NA,"2021-01-12 09:57:08","Journal Article","10.3892/mmr.2015.3390","1791-3004",12,"Following spinal cord trauma, mitochondrial dysfunction associated with increased oxidative stress is a critical event leading to leukocyte inflammatory responses, neuronal cell death and demyelination, contributing to permanent locomotor and neurological disability. The present study demonstrated that the mitochondrial enhancer N-acetylcysteine (NAC) may restore redox balance via enhancement of mitochondrial respiratory activity following traumatic spinal cord injury (SCI). In addition, NAC ameliorates oxidative stress-induced neuronal loss, demyelination, leukocyte infiltration and inflammatory mediator expression and improves long-term locomotor function. Furthermore, neuronal survival and neurological recovery are significantly correlated with increased mitochondrial bioenergetics in SCI following treatment with NAC. Therefore, NAC may represent a potential therapeutic agent for preserving mitochondrial dynamics and integrity following traumatic SCI.","acetylcysteine","pubmed"
"17","Usha Gundimeda, Thomas H McNeill, Barsegh A Barseghian, William S Tzeng, David V Rayudu, Enrique Cadenas, Rayudu Gopalakrishna","Polyphenols from green tea prevent antineuritogenic action of Nogo-A via 67-kDa laminin receptor and hydrogen peroxide.",2015,"Journal of neurochemistry",NA,"2021-01-12 09:57:08","Journal Article","10.1111/jnc.12964","1471-4159",132,"Axonal regeneration after injury to the CNS is hampered by myelin-derived inhibitors, such as Nogo-A. Natural products, such as green tea, which are neuroprotective and safe for long-term therapy, would complement ongoing various pharmacological approaches. In this study, using nerve growth factor-differentiated neuronal-like Neuroscreen-1 cells, we show that extremely low concentrations of unfractionated green tea polyphenol mixture (GTPP) and its active ingredient, epigallocatechin-3-gallate (EGCG), prevent both the neurite outgrowth-inhibiting activity and growth cone-collapsing activity of Nogo-66 (C-terminal domain of Nogo-A). Furthermore, a synergistic interaction was observed among GTPP constituents. This preventive effect was dependent on 67-kDa laminin receptor (67LR) to which EGCG binds with high affinity. The antioxidants N-acetylcysteine and cell-permeable catalase abolished this preventive effect of GTPP and EGCG, suggesting the involvement of sublethal levels of H2 O2 in this process. Accordingly, exogenous sublethal concentrations of H2 O2 , added as a bolus dose (5 μM) or more effectively through a steady-state generation (1-2 μM), mimicked GTPP in counteracting the action of Nogo-66. Exogenous H2 O2 mediated this action by bypassing the requirement of 67LR. Taken together, these results show for the first time that GTPP and EGCG, acting through 67LR and elevating intracellular sublethal levels of H2 O2 , inhibit the antineuritogenic action of Nogo-A. Currently, several agents are being evaluated for overcoming axonal growth inhibitors to promote functional recovery after stroke and spinal cord injury. Epigallocatechin-3-gallate (EGCG), present in green tea polyphenol mixture (GTPP), prevents antineuritogenic activity of Nogo-A, a myelin-derived axonal growth inhibitor. The preventive action of EGCG involves the cell-surface-associated 67-kDa laminin receptor and H2 O2 . GTPP may complement ongoing efforts to treat neuronal injuries.>","acetylcysteine","pubmed"
"18","Bridgette D Semple","Early preservation of mitochondrial bioenergetics supports both structural and functional recovery after neurotrauma.",2014,"Experimental neurology",NA,"2021-01-12 09:57:08","Journal Article","10.1016/j.expneurol.2014.07.013","1090-2430",261,"N-acetylcysteine, a precursor to the potent antioxidant glutathione, has been investigated as a potential therapeutic agent for several decades; however, inconsistent efficacy has been reported for diseases of the central nervous system, postulated to result from restricted passage of this molecule across the blood-brain/spinal cord barriers and cellular membranes, resulting in low bioavailability. The amide form of N-acetylcysteine (NACA) overcomes these limitations while maintaining a high antioxidant potential, and shows promise for combating secondary pathogenesis attributed to oxidative stress. Neurotrauma precipitates a rapid and prolonged disruption of mitochondrial bioenergetics, whereby the production of reactive oxygen species overwhelms the endogenous antioxidant capacity of the cells. Two noteworthy papers from collaborative teams have recently been published in Experimental Neurology, in which NACA was applied to rodent models of traumatic brain and spinal cord injury, respectively. Using sensitive methods to measure respiratory rates in isolated mitochondrial populations, treatment with NACA was shown to maintain mitochondrial function and boost antioxidant reserves, which corresponded with improvements in structural and functional outcomes in both studies. This commentary aims to highlight key findings from this research in a broader context, with an emphasis on methodological advances, future research possibilities, and potential applicability to brain and/or spinal cord injured patients.","acetylcysteine","pubmed"
"19","Samir P Patel, Patrick G Sullivan, Jignesh D Pandya, Glenn A Goldstein, Jenna L VanRooyen, Heather M Yonutas, Khalid C Eldahan, Johnny Morehouse, David S K Magnuson, Alexander G Rabchevsky","N-acetylcysteine amide preserves mitochondrial bioenergetics and improves functional recovery following spinal trauma.",2014,"Experimental neurology",NA,"2021-01-12 09:57:08","Journal Article","10.1016/j.expneurol.2014.04.026","1090-2430",257,"Mitochondrial dysfunction is becoming a pivotal target for neuroprotective strategies following contusion spinal cord injury (SCI) and the pharmacological compounds that maintain mitochondrial function confer neuroprotection and improve long-term hindlimb function after injury. In the current study we evaluated the efficacy of cell-permeating thiol, N-acetylcysteine amide (NACA), a precursor of endogenous antioxidant glutathione (GSH), on mitochondrial function acutely, and long-term tissue sparing and hindlimb locomotor recovery following upper lumbar contusion SCI. Some designated injured adult female Sprague-Dawley rats (n=120) received either vehicle or NACA (75, 150, 300 or 600mg/kg) at 15min and 6h post-injury. After 24h the total, synaptic, and non-synaptic mitochondrial populations were isolated from a single 1.5cm spinal cord segment (centered at injury site) and assessed for mitochondrial bioenergetics. Results showed compromised total mitochondrial bioenergetics following acute SCI that was significantly improved with NACA treatment in a dose-dependent manner, with maximum effects at 300mg/kg (n=4/group). For synaptic and non-synaptic mitochondria, only 300mg/kg NACA dosage showed efficacy. Similar dosage (300mg/kg) also maintained mitochondrial GSH near normal levels. Other designated injured rats (n=21) received continuous NACA (150 or 300mg/kg/day) treatment starting at 15min post-injury for one week to assess long-term functional recovery over 6weeks post-injury. Locomotor testing and novel gait analyses showed significantly improved hindlimb function with NACA that were associated with increased tissue sparing at the injury site. Overall, NACA treatment significantly maintained acute mitochondrial bioenergetics and normalized GSH levels following SCI, and prolonged delivery resulted in significant tissue sparing and improved recovery of hindlimb function.","acetylcysteine","pubmed"
"20","Dag Welin, Liudmila N Novikova, Mikael Wiberg, Jan-Olof Kellerth, Lev N Novikov","Effects of N-acetyl-cysteine on the survival and regeneration of sural sensory neurons in adult rats.",2009,"Brain research",NA,"2021-01-12 09:57:08","Comparative Study","10.1016/j.brainres.2009.06.038","1872-6240",1287,"Microsurgical reconstruction of injured peripheral nerves often results in limited functional recovery. One contributing factor is the retrograde neuronal degeneration of sensory neurons in the dorsal root ganglia (DRG) and of motor neurons in the spinal cord. The present study investigates the neuroprotective and growth-promoting effects of N-acetyl-cysteine (NAC) on sensory DRG neurons and spinal motoneurons after sciatic axotomy and nerve grafting in adult rats. Sciatic axotomy and nerve grafting were performed at 1 week after sural DRG neurons and motoneurons were retrogradely labeled with the fluorescent tracer Fast Blue. To assess the efficacy of axonal regeneration, a second fluorescent dye Fluoro-Ruby was applied distal to the graft at 12 weeks after nerve repair. At 8-13 weeks after axotomy, only 52-56% of the sural sensory neurons remained in the lumbar DRG, while the majority of motoneurons survived the sciatic nerve injury. Nerve grafting alone or continuous intrathecal NAC treatment (2.4 mg/day) improved survival of sural DRG neurons. Combined treatment with nerve graft and NAC had significant additive effect on neuronal survival and also increased the number of sensory neurons regenerating across the graft. However, NAC treatment neither affected the number of regenerating motoneurons nor the number of myelinated axons in the nerve graft or in the distal nerve stump. The present results demonstrate that NAC provides a highly significant effect of neuroprotection in an animal nerve injury model and that combination with nerve grafting further attenuates retrograde cell death and promotes regeneration of sensory neurons.","acetylcysteine","pubmed"
"21","Omer Cakir, Kemalettin Erdem, Ahmet Oruc, Nihal Kilinc, Nesimi Eren","Neuroprotective effect of N-acetylcysteine and hypothermia on the spinal cord ischemia-reperfusion injury.",2003,"Cardiovascular surgery (London, England)",NA,"2021-01-12 09:57:08","Journal Article","10.1016/S0967-2109(03)00077-2","0967-2109",11,"The purpose of this study was to investigate the effect of N-acetylcysteine (NAC) on spinal cord ischemia-reperfusion (I-R) in rabbits. Thirty rabbits were divided into five equal groups, group I (sham-operated, no I-R), group II (control, only I-R), group III (I-R+NAC), group IV (I-R+hypothermia), group V (I-R+NAC+hypothermia). Spinal cord ischemia was induced by clamping the aorta both below the left renal artery and above the aortic bifurcation. Forty-eight hours postoperatively, the motor function of the lower limbs was evaluated in each animal according to Tarlov Score. Spinal cord samples were taken to evaluate the histopathological changes. The sham-operated rabbits (group I) showed no neurologic deficit (Score=4). Paraplegia (Score=0) developed in all rabbits in the control group (group II). Administration of 50 mg/kg of NAC (group III) resulted in significant reduction of motor dysfunction (Score=3.1+/-1.3, p=0.002). Application of hypothermia alone (group IV) showed significant recovery of motor functions (Score=3.0+/-1.1, p=0.002), and combination of hypothermia and 50 mg/kg of NAC (group V) showed complete recovery of lower limb motor function (Score=4, p=0.001). Histologic examination of the spinal cord in rabbits with paraplegia revealed several injured neurons. The cords of animals with no motor function deficits showed only minimal cellular infiltrates in the gray matter, and there was good preservation of nerve cells. NAC showed protective effects of the spinal cord. Moderate hypothermia alone also showed protective effects. Combined use of NAC and hypothermia resulted in highly significant recovery of spinal cord function.","acetylcysteine","pubmed"
"22","Y Omura","Treatment of acute or chronic severe, intractable pain and other intractable medical problems associated with unrecognized viral or bacterial infection: Part I.",1990,"Acupuncture & electro-therapeutics research",NA,"2021-01-12 09:58:08","Journal Article","10.3727/036012990816358324","0360-1293",15,"In many cases of chronic intractable pain without any discernible causes, when both Western medical treatment and acupuncture treatment failed to eliminate the pain, this pain is often due to the unrecognized presence of viral or bacterial infection. Even effective anti-viral or bacterial agents often fail to eliminate or inhibit the infection, as these drugs may also fail to reach the most painful area where often unrecognizable circulatory disturbances co-exist. Using the Bi-Digital O-Ring Test Molecular Identification Method, we were able to localize substance P and thromboxane B2 (a good indicator of the presence and degree of circulatory disturbances) in the painful area along with virus or bacteria. Based on the Bi-Digital O-Ring Test localization method for specific substances or microbes, the author has successfully treated cases of chronic intractable pain by the combination of anti-viral or bacterial agents with either manual acupuncture, electro-acupuncture or transcutaneous electrical stimulation through a pair of surface electrodes. Among a variety of infections, the most common cause of severe intractable pain was herpes simplex virus, and the most common bacterial cause of intractable pain of moderate degree was campylobacter. In addition, chlamydia was a very common cause of mild intractable pain. When peripheral nerve fibers are hypersensitive from nerve injury due to viral infection, in addition to the drug therapy for infection, use of Vitamin B1 25 mg., 2 times a day for an average adult often accelerates recovery time. As an anti-viral agent for the herpes virus family, the author found that EPA (Omega 3 fish oil, Eicosa Pentaenoic Acid, C20:5 omega 3), at doses between 180 mg. and 350 mg (depending upon body weight) 4 times a day for 2 to 6 weeks, without prescribing the common anti-viral agent Acyclovir, often eliminated the symptoms due to viral infection including all well-known types of the herpes virus, such as herpes simplex virus, Epstein-Barr virus, and cytomegalovirus. Epstein-Barr virus and cytomegalovirus are usually not associated with intractable severe pain, but they are often associated with a recurrent burning or itching sensation and they can cause intractable frequent muscle twitching. Viruses belonging to the herpes family almost always exist between the midline of one side of the spinal cord and the midline of the front of the body where these nerves from the spinal cord end and the same virus is localized only on one side of the body at the same spinal level.(ABSTRACT TRUNCATED AT 400 WORDS)","acyclovir","pubmed"
