"","Authors","Title","Year","Source","Publisher","QueryDate","Type","DOI","ISSN","Volume","Abstract","generic_drug_name","database"
"3234","D. Reigada","Diadenosine tetraphosphate (Ap<inf>4</inf>A) inhibits ATP-induced excitotoxicity: a neuroprotective strategy for traumatic spinal cord injury treatment",2017,"Purinergic Signalling",NA,"2021-01-18 11:25:53","Article","10.1007/s11302-016-9541-4","1573-9538",13,NA,"phosphate","scopus"
"3235","E. Ewan","Intrathecal Acetyl-L-Carnitine Protects Tissue and Improves Function after a Mild Contusive Spinal Cord Injury in Rats",2016,"Journal of Neurotrauma",NA,"2021-01-18 11:25:53","Article","10.1089/neu.2015.4030","0897-7151",33,NA,"phosphate","scopus"
"3236","G. Bermeo","Monocyte Locomotion Inhibitory Factor Produced by E. Histolytica Improves Motor Recovery and Develops Neuroprotection after Traumatic Injury to the Spinal Cord",2013,"BioMed Research International",NA,"2021-01-18 11:25:53","Article","10.1155/2013/340727","2314-6133",2013,NA,"phosphate","scopus"
"3237","G. Jia","Neuroprotective role of icariin in experimental spinal cord injury via its antioxidant, anti-neuroinflammatory and anti-apoptotic properties",2019,"Molecular Medicine Reports",NA,"2021-01-18 11:25:53","Article","10.3892/mmr.2019.10537","1791-2997",20,NA,"phosphate","scopus"
"3238","S. Wang","Emerging molecular therapeutic targets for spinal cord injury",2019,"Expert Opinion on Therapeutic Targets",NA,"2021-01-18 11:25:53","Review","10.1080/14728222.2019.1661381","1472-8222",23,NA,"phosphate","scopus"
"3239","X. Chen","AKR1B1 Upregulation Contributes to Neuroinflammation and Astrocytes Proliferation by Regulating the Energy Metabolism in Rat Spinal Cord Injury",2018,"Neurochemical Research",NA,"2021-01-18 11:25:53","Review","10.1007/s11064-018-2570-3","0364-3190",43,NA,"phosphate","scopus"
"3240","B. Su","The synthetic cannabinoid WIN55212-2 ameliorates traumatic spinal cord injury via inhibition of GAPDH/Siah1 in a CB2-receptor dependent manner",2017,"Brain Research",NA,"2021-01-18 11:25:53","Article","10.1016/j.brainres.2017.06.020","0006-8993",1671,NA,"phosphate","scopus"
"3241","A.E. Rodríguez-Zayas","Blockade of P2 nucleotide receptors after spinal cord injury reduced the gliotic response and spared tissue",2012,"Journal of Molecular Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1007/s12031-011-9567-6","0895-8696",46,NA,"phosphate","scopus"
"3242","J. Wang","The effect of Matrigel as scaffold material for neural stem cell transplantation for treating spinal cord injury",2020,"Scientific Reports",NA,"2021-01-18 11:25:53","Article","10.1038/s41598-020-59148-3","2045-2322",10,NA,"phosphate","scopus"
"3243","E. García","Use of a combination strategy to improve neuroprotection and neuroregeneration in a rat model of acute spinal cord injury",2019,"Neural Regeneration Research",NA,"2021-01-18 11:25:53","Article","10.4103/1673-5374.250627","1673-5374",14,NA,"phosphate","scopus"
"3244","Y.S. Lee","Macrophage depletion and Schwann cell transplantation reduce cyst size after rat contusive spinal cord injury",2018,"Neural Regeneration Research",NA,"2021-01-18 11:25:53","Article","10.4103/1673-5374.230295","1673-5374",13,NA,"phosphate","scopus"
"3245","J. Huo","GAPDH/Siah1 cascade is involved in traumatic spinal cord injury and could be attenuated by sivelestat sodium",2016,"Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1016/j.neuroscience.2016.05.054","0306-4522",330,NA,"phosphate","scopus"
"3246","W.P. Deng","Extracellular matrix-regulated neural differentiation of human multipotent marrow progenitor cells enhances functional recovery after spinal cord injury",2014,"Spine Journal",NA,"2021-01-18 11:25:53","Article","10.1016/j.spinee.2014.04.024","1529-9430",14,NA,"phosphate","scopus"
"3247","G.I. Judas","Intrathecal injection of human umbilical cord blood stem cells attenuates spinal cord ischaemic compromise in rats",2014,"Interactive Cardiovascular and Thoracic Surgery",NA,"2021-01-18 11:25:53","Conference Paper","10.1093/icvts/ivu021","1569-9293",18,NA,"phosphate","scopus"
"3248","P. Shah","In vivo <sup>31</sup>P NMR spectroscopy assessment of skeletal muscle bioenergetics after spinal cord contusion in rats",2014,"European Journal of Applied Physiology",NA,"2021-01-18 11:25:53","Article","10.1007/s00421-013-2810-9","1439-6319",114,NA,"phosphate","scopus"
"3249","J.Y. Kim","Improvement in sensory function via granulocyte-macrophage colony-stimulating factor in rat spinal cord injury models: Laboratory investigation",2013,"Journal of Neurosurgery: Spine",NA,"2021-01-18 11:25:53","Article","10.3171/2012.9.SPINE1235","1547-5654",18,NA,"phosphate","scopus"
"3250","Z. Liu","Advanced oxidation protein products induce microglia-mediated neuroinflammation via MAPKs-NF-κB signaling pathway and pyroptosis after secondary spinal cord injury",2020,"Journal of Neuroinflammation",NA,"2021-01-18 11:25:53","Article","10.1186/s12974-020-01751-2","1742-2094",17,NA,"phosphate","scopus"
"3251","D. Hellenbrand","Sustained interleukin-10 delivery reduces inflammation and improves motor function after spinal cord injury",2019,"Journal of Neuroinflammation",NA,"2021-01-18 11:25:53","Article","10.1186/s12974-019-1479-3","1742-2094",16,NA,"phosphate","scopus"
"3252","J.A. Smith","RNA Nanotherapeutics for the Amelioration of Astroglial Reactivity",2018,"Molecular Therapy - Nucleic Acids",NA,"2021-01-18 11:25:53","Article","10.1016/j.omtn.2017.11.008","2162-2531",10,NA,"phosphate","scopus"
"3253","Y. Guo","Jisuikang, a chinese herbal formula, increases neurotrophic factor expression and promotes the recovery of neurological function after spinal cord injury",2017,"Neural Regeneration Research",NA,"2021-01-18 11:25:53","Article","10.4103/1673-5374.215264","1673-5374",12,NA,"phosphate","scopus"
"3254","M. Akbari","Effect of chondroitinase ABC on inflammatory and oxidative response following spinal cord injury",2017,"Iranian Journal of Basic Medical Sciences",NA,"2021-01-18 11:25:53","Article","10.22038/ijbms.2017.9016","2008-3866",20,NA,"phosphate","scopus"
"3255","Z. Li","Influence of neural stem cell transplantation on angiogenesis in rats with spinal cord injury",2014,"Genetics and Molecular Research",NA,"2021-01-18 11:25:53","Article","10.4238/2014.August.7.23","1676-5680",13,NA,"phosphate","scopus"
"3256","M. Liu","Vaccination with dendritic cells pulsed with homogenate protein of spinal cord promotes functional recovery from spinal cord injury in mice",2009,"Spinal Cord",NA,"2021-01-18 11:25:53","Article","10.1038/sc.2008.112","1362-4393",47,NA,"phosphate","scopus"
"3257","B. Zhang","Reducing age-dependent monocyte-derived macrophage activation contributes to the therapeutic efficacy of NADPH oxidase inhibition in spinal cord injury",2019,"Brain, Behavior, and Immunity",NA,"2021-01-18 11:25:53","Article","10.1016/j.bbi.2018.11.013","0889-1591",76,NA,"phosphate","scopus"
"3258","D. Seo","Enhanced axonal regeneration by transplanted Wnt3a-secreting human mesenchymal stem cells in a rat model of spinal cord injury",2017,"Acta Neurochirurgica",NA,"2021-01-18 11:25:53","Article","10.1007/s00701-017-3097-0","0001-6268",159,NA,"phosphate","scopus"
"3259","A. Hanna","Sustained release of neurotrophin-3 via calcium phosphate-coated sutures promotes axonal regeneration after spinal cord injury",2016,"Journal of Neuroscience Research",NA,"2021-01-18 11:25:53","Article","10.1002/jnr.23730","0360-4012",94,NA,"phosphate","scopus"
"3260","J. Li","Erythropoietin facilitates the recruitment of bone marrow mesenchymal stem cells to sites of spinal cord injury",2017,"Experimental and Therapeutic Medicine",NA,"2021-01-18 11:25:53","Article","10.3892/etm.2017.4182","1792-0981",13,NA,"phosphate","scopus"
"3261","B. Liao","Ryanodine receptor 2 plays a critical role in spinal cord injury via induction of oxidative stress",2016,"Cellular Physiology and Biochemistry",NA,"2021-01-18 11:25:53","Article","10.1159/000443063","1015-8987",38,NA,"phosphate","scopus"
"3262","M.F. Wu","Transplantation of erythropoietin gene-modified neural stem cells improves the repair of injured spinal cord",2015,"Neural Regeneration Research",NA,"2021-01-18 11:25:53","Article","10.4103/1673-5374.165521","1673-5374",10,NA,"phosphate","scopus"
"3263","Y. Wang","Neuroprotective effect of vaccination with autoantigen-pulsed dendritic cells after spinal cord injury",2012,"Journal of Surgical Research",NA,"2021-01-18 11:25:53","Article","10.1016/j.jss.2011.06.066","0022-4804",176,NA,"phosphate","scopus"
"3264","Z. Chen","MiR-92b-3p promotes neurite growth and functional recovery via the PTEN/AKT pathway in acute spinal cord injury",2019,"Journal of Cellular Physiology",NA,"2021-01-18 11:25:53","Article","10.1002/jcp.28864","0021-9541",234,NA,"phosphate","scopus"
"3265","Y. Rong","Harpagide inhibits neuronal apoptosis and promotes axonal regeneration after spinal cord injury in rats by activating the Wnt/β-catenin signaling pathway",2019,"Brain Research Bulletin",NA,"2021-01-18 11:25:53","Article","10.1016/j.brainresbull.2019.03.014","0361-9230",148,NA,"phosphate","scopus"
"3266","Z.W. Ren","Effect of exosomes derived from MiR-133bmodified ADSCs on the recovery of neurological function after SCI",2019,"European Review for Medical and Pharmacological Sciences",NA,"2021-01-18 11:25:53","Article","10.26355/eurrev_201901_16747","1128-3602",23,NA,"phosphate","scopus"
"3267","R. Rodríguez-Barrera","Immunization with a neural-derived peptide protects the spinal cord from apoptosis after traumatic injury",2013,"BioMed Research International",NA,"2021-01-18 11:25:53","Article","10.1155/2013/827517","2314-6133",2013,NA,"phosphate","scopus"
"3268","P. Fang","A Surgery Protocol for Adult Zebrafish Spinal Cord Injury",2012,"Journal of Genetics and Genomics",NA,"2021-01-18 11:25:53","Article","10.1016/j.jgg.2012.07.010","1673-8527",39,NA,"phosphate","scopus"
"3269","M. Yaguchi","Gliomatosis cerebri involving the lumbosacral spinal cord",2003,"Internal Medicine",NA,"2021-01-18 11:25:53","Article","10.2169/internalmedicine.42.615","0918-2918",42,NA,"phosphate","scopus"
"3270","C. Li","Exosomes from Bone Marrow Mesenchymal Stem Cells Inhibit Neuronal Apoptosis and Promote Motor Function Recovery via the Wnt/β-catenin Signaling Pathway",2019,"Cell Transplantation",NA,"2021-01-18 11:25:53","Article","10.1177/0963689719870999","0963-6897",28,NA,"phosphate","scopus"
"3271","X. Li","Blocking of BDNF-TrkB signaling inhibits the promotion effect of neurological function recovery after treadmill training in rats with spinal cord injury",2019,"Spinal Cord",NA,"2021-01-18 11:25:53","Article","10.1038/s41393-018-0173-0","1362-4393",57,NA,"phosphate","scopus"
"3272","P. Warren","The challenges of respiratory motor system recovery following cervical spinal cord injury",2014,"Progress in Brain Research",NA,"2021-01-18 11:25:53","Chapter","10.1016/B978-0-444-63488-7.00010-0","0079-6123",212,NA,"phosphate","scopus"
"3273","D. Durozard","Metabolism of rat skeletal muscle after spinal cord transection",2000,"Muscle and Nerve",NA,"2021-01-18 11:25:53","Article","10.1002/1097-4598(200010)23:10<1561::AID-MUS13>3.0.CO;2-X","0148-639X",23,NA,"phosphate","scopus"
"3274","T. Wang","Endothelial progenitor cell-conditioned medium promotes angiogenesis and is neuroprotective after spinal cord injury",2018,"Neural Regeneration Research",NA,"2021-01-18 11:25:53","Article","10.4103/1673-5374.232484","1673-5374",13,NA,"phosphate","scopus"
"3275","J. Peng","Establishment of quantitative severity evaluation model for spinal cord injury by metabolomic fingerprinting",2014,"PLoS ONE",NA,"2021-01-18 11:25:53","Article","10.1371/journal.pone.0093736","1932-6203",9,NA,"phosphate","scopus"
"3276","Y. Fujioka","Magnetic field-based delivery of human CD133 <sup>+</sup> cells promotes functional recovery after rat spinal cord injury",2012,"Spine",NA,"2021-01-18 11:25:53","Article","10.1097/BRS.0b013e318246d59c","0362-2436",37,NA,"phosphate","scopus"
"3277","P. Negredo","Slow- and fast-twitch rat hind limb skeletal muscle phenotypes 8 months after spinal cord transection and olfactory ensheathing glia transplantation",2008,"Journal of Physiology",NA,"2021-01-18 11:25:53","Article","10.1113/jphysiol.2007.149120","0022-3751",586,NA,"phosphate","scopus"
"3278","A. Shao","Emerging therapeutic targets associated with the immune system in patients with intracerebral haemorrhage (ICH): From mechanisms to translation",2019,"EBioMedicine",NA,"2021-01-18 11:25:53","Review","10.1016/j.ebiom.2019.06.012","2352-3964",45,NA,"phosphate","scopus"
"3279","I. Jakovcevski","Transgenic overexpression of the cell adhesion molecule L1 in neurons facilitates recovery after mouse spinal cord injury",2013,"Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1016/j.neuroscience.2013.07.067","0306-4522",252,NA,"phosphate","scopus"
"3280","M. Kim","Transplantation of human bone marrow-derived clonal mesenchymal stem cells reduces fibrotic scar formation in a rat spinal cord injury model",2018,"Journal of Tissue Engineering and Regenerative Medicine",NA,"2021-01-18 11:25:53","Article","10.1002/term.2425","1932-6254",12,NA,"phosphate","scopus"
"3281","S. González","Glucocorticoid effects on Fos immunoreactivity and NADPH-diaphorase histochemical staining following spinal cord injury",2001,"Brain Research",NA,"2021-01-18 11:25:53","Article","10.1016/S0006-8993(01)02717-2","0006-8993",912,NA,"phosphate","scopus"
"3282","S. Pan","Graphene oxide-PLGA hybrid nanofibres for the local delivery of IGF-1 and BDNF in spinal cord repair",2019,"Artificial Cells, Nanomedicine and Biotechnology",NA,"2021-01-18 11:25:53","Article","10.1080/21691401.2019.1575843","2169-1401",47,NA,"phosphate","scopus"
"3283","H. Arima","Blockade of IL-6 signaling by MR16-1 inhibits reduction of docosahexaenoic acid-containing phosphatidylcholine levels in a mouse model of spinal cord injury",2014,"Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1016/j.neuroscience.2014.03.012","0306-4522",269,NA,"phosphate","scopus"
"3284","A. Raheja","Dose-dependent facilitation of peripheral nerve regeneration by bone marrow-derived mononuclear cells: A randomized controlled study. Laboratory investigation",2012,"Journal of Neurosurgery",NA,"2021-01-18 11:25:53","Article","10.3171/2012.8.JNS111446","0022-3085",117,NA,"phosphate","scopus"
"3285","J. Fu","Exercise Training Promotes Functional Recovery after Spinal Cord Injury",2016,"Neural Plasticity",NA,"2021-01-18 11:25:53","Review","10.1155/2016/4039580","2090-5904",2016,NA,"phosphate","scopus"
"3286","N.J. Kuypers","Functional consequences of ethidium bromide demyelination of the mouse ventral spinal cord",2013,"Experimental Neurology",NA,"2021-01-18 11:25:53","Article","10.1016/j.expneurol.2013.02.014","0014-4886",247,NA,"phosphate","scopus"
"3287","C. Kim","PEG-assisted reconstruction of the cervical spinal cord in rats: Effects on motor conduction at 1h",2016,"Spinal Cord",NA,"2021-01-18 11:25:53","Letter","10.1038/sc.2016.72","1362-4393",54,NA,"phosphate","scopus"
"3288","L. Huang","Astrocyte signaling in the neurovascular unit after central nervous system injury",2019,"International Journal of Molecular Sciences",NA,"2021-01-18 11:25:53","Review","10.3390/ijms20020282","1661-6596",20,NA,"phosphate","scopus"
"3289","H. Sharma","Treatments to restore respiratory function after spinal cord injury and their implications for regeneration, plasticity and adaptation",2012,"Experimental Neurology",NA,"2021-01-18 11:25:53","Review","10.1016/j.expneurol.2011.12.018","0014-4886",235,NA,"phosphate","scopus"
"3290","F. Bao","An integrin inhibiting molecule decreases oxidative damage and improves neurological function after spinal cord injury",2008,"Experimental Neurology",NA,"2021-01-18 11:25:53","Article","10.1016/j.expneurol.2008.09.006","0014-4886",214,NA,"phosphate","scopus"
"3291","S. Martiñon","Vaccination with a neural-derived peptide plus administration of glutathione improves the performance of paraplegic rats",2007,"European Journal of Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1111/j.1460-9568.2007.05650.x","0953-816X",26,NA,"phosphate","scopus"
"3292","X. Wu","Real-time quantitative PCR analysis of temporal-spatial alterations in gene expression after spinal cord contusion",2005,"Journal of Neurochemistry",NA,"2021-01-18 11:25:53","Article","10.1111/j.1471-4159.2005.03078.x","0022-3042",93,NA,"phosphate","scopus"
"3293","X. Yao","Deferoxamine promotes recovery of traumatic spinal cord injury by inhibiting ferroptosis",2019,"Neural Regeneration Research",NA,"2021-01-18 11:25:53","Article","10.4103/1673-5374.245480","1673-5374",14,NA,"phosphate","scopus"
"3294","J. Wang","Local delivery of FTY720 in PCL membrane improves SCI functional recovery by reducing reactive astrogliosis",2015,"Biomaterials",NA,"2021-01-18 11:25:53","Article","10.1016/j.biomaterials.2015.04.060","0142-9612",62,NA,"phosphate","scopus"
"3295","L. Rodrigues","Biomarkers in Spinal Cord Injury: from Prognosis to Treatment",2018,"Molecular Neurobiology",NA,"2021-01-18 11:25:53","Review","10.1007/s12035-017-0858-y","0893-7648",55,NA,"phosphate","scopus"
"3296","H. Zhou","Transplantation of Human Amniotic Mesenchymal Stem Cells Promotes Functional Recovery in a Rat Model of Traumatic Spinal Cord Injury",2016,"Neurochemical Research",NA,"2021-01-18 11:25:53","Article","10.1007/s11064-016-1987-9","0364-3190",41,NA,"phosphate","scopus"
"3297","Y. Zou","Gene-silencing screen for mammalian axon regeneration identifies Inpp5f (Sac2) as an endogenous suppressor of repair after spinal cord injury",2015,"Journal of Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1523/JNEUROSCI.1718-15.2015","0270-6474",35,NA,"phosphate","scopus"
"3298","S.L. Peterson","Complement protein C1q modulates neurite outgrowth in vitro and spinal cord axon regeneration in vivo",2015,"Journal of Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1523/JNEUROSCI.4473-12.2015","0270-6474",35,NA,"phosphate","scopus"
"3299","R. Rust","Nogo-A targeted therapy promotes vascular repair and functional recovery following stroke",2019,"Proceedings of the National Academy of Sciences of the United States of America",NA,"2021-01-18 11:25:53","Article","10.1073/pnas.1905309116","0027-8424",116,NA,"phosphate","scopus"
"3300","Z. Zhilai","A combination of taxol infusion and human umbilical cord mesenchymal stem cells transplantation for the treatment of rat spinal cord injury",2012,"Brain Research",NA,"2021-01-18 11:25:53","Article","10.1016/j.brainres.2012.08.051","0006-8993",1481,NA,"phosphate","scopus"
"3301","J. Xu","Transplanted L1 expressing radial glia and astrocytes enhance recovery after spinal cord injury",2011,"Journal of Neurotrauma",NA,"2021-01-18 11:25:53","Article","10.1089/neu.2011.1783","0897-7151",28,NA,"phosphate","scopus"
"3302","P. Panaite","Thyroid hormone enhances transected axonal regeneration and muscle reinnervation following rat sciatic nerve injury",2010,"Journal of Neuroscience Research",NA,"2021-01-18 11:25:53","Article","10.1002/jnr.22344","0360-4012",88,NA,"phosphate","scopus"
"3303","Y. Liu","Ca<sup>2+</sup>-dependent reduction of glutamate aspartate transporter GLAST expression in astrocytes by P2X<inf>7</inf> receptor-mediated phosphoinositide 3-kinase signaling",2010,"Journal of Neurochemistry",NA,"2021-01-18 11:25:53","Article","10.1111/j.1471-4159.2010.06589.x","0022-3042",113,NA,"phosphate","scopus"
"3304","T. Fujimoto","Effects of EPC-K1 on lipid peroxidation in experimental spinal cord injury",2000,"Spine",NA,"2021-01-18 11:25:53","Article","10.1097/00007632-200001010-00006","0362-2436",25,NA,"phosphate","scopus"
"3305","R. von Leden","Age exacerbates microglial activation, oxidative stress, inflammatory and NOX2 gene expression, and delays functional recovery in a middle-aged rodent model of spinal cord injury",2017,"Journal of Neuroinflammation",NA,"2021-01-18 11:25:53","Article","10.1186/s12974-017-0933-3","1742-2094",14,NA,"phosphate","scopus"
"3306","S. Lee","Effect of the combination of mesenchymal stromal cells and chondroitinase ABC on chronic spinal cord injury",2015,"Cytotherapy",NA,"2021-01-18 11:25:53","Article","10.1016/j.jcyt.2015.05.012","1465-3249",17,NA,"phosphate","scopus"
"3307","H. Iwai","Transplantation of neural stem/progenitor cells at different locations in mice with spinal cord injury",2014,"Cell Transplantation",NA,"2021-01-18 11:25:53","Article","10.3727/096368913X670967","0963-6897",23,NA,"phosphate","scopus"
"3308","S. Ujigo","Administration of MicroRNA-210 promotes spinal cord regeneration in mice",2014,"Spine",NA,"2021-01-18 11:25:53","Article","10.1097/BRS.0000000000000356","0362-2436",39,NA,"phosphate","scopus"
"3309","Y. Jia","Bone marrow-derived mesenchymal stem cells expressing the Shh transgene promotes functional recovery after spinal cord injury in rats",2014,"Neuroscience Letters",NA,"2021-01-18 11:25:53","Article","10.1016/j.neulet.2014.05.010","0304-3940",573,NA,"phosphate","scopus"
"3310","D. Ankeny","Central nervous system and non-central nervous system antigen vaccines exacerbate neuropathology caused by nerve injury",2007,"European Journal of Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1111/j.1460-9568.2007.05458.x","0953-816X",25,NA,"phosphate","scopus"
"3311","K. Fink","Identification of Intrinsic Axon Growth Modulators for Intact CNS Neurons after Injury",2017,"Cell Reports",NA,"2021-01-18 11:25:53","Article","10.1016/j.celrep.2017.02.058","2211-1247",18,NA,"phosphate","scopus"
"3312","H. Sasaki","Administration of human peripheral blood-derived CD133+ cells accelerates functional recovery in a rat spinal cord injury model",2009,"Spine",NA,"2021-01-18 11:25:53","Article","10.1097/BRS.0b013e3181913cde","0362-2436",34,NA,"phosphate","scopus"
"3313","L. Pirbudak","Epidural corticosteroid injection and amitriptyline for the treatment of chronic low back pain associated with radiculopathy",2003,"Pain Clinic",NA,"2021-01-18 11:25:53","Article","10.1163/156856903767650763","0169-1112",15,NA,"phosphate","scopus"
"3314","S. Tavakol","Self-Assembling Peptide Nanofiber Containing Long Motif of Laminin Induces Neural Differentiation, Tubulin Polymerization, and Neurogenesis: In Vitro, Ex Vivo, and In Vivo Studies",2016,"Molecular Neurobiology",NA,"2021-01-18 11:25:53","Article","10.1007/s12035-015-9448-z","0893-7648",53,NA,"phosphate","scopus"
"3315","N.Y. Joo","Effects of phosphate glass fiber-collagen scaffolds on functional recovery of completely transected rat spinal cords",2012,"Acta Biomaterialia",NA,"2021-01-18 11:25:53","Article","10.1016/j.actbio.2012.01.026","1742-7061",8,NA,"phosphate","scopus"
"3316","A. Marcillo","A reassessment of P2X7 receptor inhibition as a neuroprotective strategy in rat models of contusion injury",2012,"Experimental Neurology",NA,"2021-01-18 11:25:53","Article","10.1016/j.expneurol.2011.06.008","0014-4886",233,NA,"phosphate","scopus"
"3317","A. MacKay","MRI characteristics of suspected acute spinal cord infarction in two cats, and a review of the literature",2005,"Journal of Feline Medicine and Surgery",NA,"2021-01-18 11:25:53","Article","10.1016/j.jfms.2004.08.001","1098-612X",7,NA,"phosphate","scopus"
"3318","B. Atalay","Antibodies neutralizing Nogo-A increase pan-cadherin expression and motor recovery following spinal cord injury in rats",2007,"Spinal Cord",NA,"2021-01-18 11:25:53","Article","10.1038/sj.sc.3102113","1362-4393",45,NA,"phosphate","scopus"
"3319","Y.S. Lee","Effects of nerve graft on nitric oxide synthase, NAD(P)H oxidase, and antioxidant enzymes in chronic spinal cord injury",2004,"Free Radical Biology and Medicine",NA,"2021-01-18 11:25:53","Article","10.1016/j.freeradbiomed.2003.11.006","0891-5849",36,NA,"phosphate","scopus"
"3320","F. Bao","The systemic inflammatory response after spinal cord injury in the rat is decreased by α4β1 integrin blockade",2012,"Journal of Neurotrauma",NA,"2021-01-18 11:25:53","Article","10.1089/neu.2011.2190","0897-7151",29,NA,"phosphate","scopus"
"3321","X. Bi","Salvianolic acid B promotes survival of transplanted mesenchymal stem cells in spinal cord-injured rats",2008,"Acta Pharmacologica Sinica",NA,"2021-01-18 11:25:53","Article","10.1111/j.1745-7254.2008.00710.x","1671-4083",29,NA,"phosphate","scopus"
"3322","H. Iwai","Allogeneic neural stem/progenitor cells derived from embryonic stem cells promote functional recovery after transplantation into injured spinal cord of nonhuman primates",2015,"Stem Cells Translational Medicine",NA,"2021-01-18 11:25:53","Article","10.5966/sctm.2014-0215","2157-6564",4,NA,"phosphate","scopus"
"3323","T. Inoue","Combined SCI and TBI: Recovery of forelimb function after unilateral cervical spinal cord injury (SCI) is retarded by contralateral traumatic brain injury (TBI), and ipsilateral TBI balances the effects of SCI on paw placement",2013,"Experimental Neurology",NA,"2021-01-18 11:25:53","Article","10.1016/j.expneurol.2013.06.006","0014-4886",248,NA,"phosphate","scopus"
"3324","B. Zhang","Age increases reactive oxygen species production in macrophages and potentiates oxidative damage after spinal cord injury",2016,"Neurobiology of Aging",NA,"2021-01-18 11:25:53","Article","10.1016/j.neurobiolaging.2016.07.029","0197-4580",47,NA,"phosphate","scopus"
"3325","K. McCully","Skeletal muscle metabolism in individuals with spinal cord injury",2011,"Journal of Applied Physiology",NA,"2021-01-18 11:25:53","Article","10.1152/japplphysiol.00094.2011","8750-7587",111,NA,"phosphate","scopus"
"3326","A. De Nicola","Steroid Effects on Glial Cells: Detrimental or Protective for Spinal Cord Function?",2003,"Annals of the New York Academy of Sciences",NA,"2021-01-18 11:25:53","Conference Paper","10.1196/annals.1286.030","0077-8923",1007,NA,"phosphate","scopus"
"3327","A. Hartkopp","Effect of training on contractile and metabolic properties of wrist extensors in spinal cord-injured individuals",2003,"Muscle and Nerve",NA,"2021-01-18 11:25:53","Article","10.1002/mus.10290","0148-639X",27,NA,"phosphate","scopus"
"3328","N. Liu","Cytosolic phospholipase A<inf>2</inf> protein as a novel therapeutic target for spinal cord injury",2014,"Annals of Neurology",NA,"2021-01-18 11:25:53","Article","10.1002/ana.24134","0364-5134",75,NA,"phosphate","scopus"
"3329","D. Bottai","Embryonic stem cells promote motor recovery and affect inflammatory cell infiltration in spinal cord injured mice",2010,"Experimental Neurology",NA,"2021-01-18 11:25:53","Article","10.1016/j.expneurol.2010.01.010","0014-4886",223,NA,"phosphate","scopus"
"3330","H. Kumamaru","Direct isolation and RNA-seq reveal environment-dependent properties of engrafted neural stem/progenitor cells",2012,"Nature Communications",NA,"2021-01-18 11:25:53","Article","10.1038/ncomms2132","2041-1723",3,NA,"phosphate","scopus"
"3331","A.R. Alexanian","Transplanted neurally modified bone marrow-derived mesenchymal stem cells promote tissue protection and locomotor recovery in spinal cord injured rats",2011,"Neurorehabilitation and Neural Repair",NA,"2021-01-18 11:25:53","Article","10.1177/1545968311416823","1545-9683",25,NA,"phosphate","scopus"
"3332","K. Byrnes","Activation of metabotropic glutamate receptor 5 improves recovery after spinal cord injury in rodents",2009,"Annals of Neurology",NA,"2021-01-18 11:25:53","Article","10.1002/ana.21673","0364-5134",66,NA,"phosphate","scopus"
"3333","L. Lu","Fingolimod exerts neuroprotective effects in a mouse model of intracerebral hemorrhage",2014,"Brain Research",NA,"2021-01-18 11:25:53","Article","10.1016/j.brainres.2014.01.048","0006-8993",1555,NA,"phosphate","scopus"
"3334","J. Figueroa","Metabolomics uncovers dietary omega-3 fatty acid-derived metabolites implicated in anti-nociceptive responses after experimental spinal cord injury",2013,"Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1016/j.neuroscience.2013.09.012","0306-4522",255,NA,"phosphate","scopus"
"3335","W.B. Park","The effect of mesenchymal stem cell transplantation on the recovery of bladder and hindlimb function after spinal cord contusion in rats",2010,"BMC Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1186/1471-2202-11-119","1471-2202",11,NA,"phosphate","scopus"
"3336","G. Khayrullina","Inhibition of NOX2 reduces locomotor impairment, inflammation, and oxidative stress after spinal cord injury",2015,"Journal of Neuroinflammation",NA,"2021-01-18 11:25:53","Article","10.1186/s12974-015-0391-8","1742-2094",12,NA,"phosphate","scopus"
"3337","J. Wu","Delayed expression of cell cycle proteins contributes to astroglial scar formation and chronic inflammation after rat spinal cord contusion",2012,"Journal of Neuroinflammation",NA,"2021-01-18 11:25:53","Article","10.1186/1742-2094-9-169","1742-2094",9,NA,"phosphate","scopus"
"3338","Y. Norimatsu","FTY720 improves functional recovery after spinal cord injury by primarily nonimmunomodulatory mechanisms",2012,"American Journal of Pathology",NA,"2021-01-18 11:25:53","Article","10.1016/j.ajpath.2011.12.012","0002-9440",180,NA,"phosphate","scopus"
"3339","R. Nishi","Behavioral, histological, and ex vivo magnetic resonance imaging assessment of graded contusion spinal cord injury in mice",2007,"Journal of Neurotrauma",NA,"2021-01-18 11:25:53","Article","10.1089/neu.2006.0204","0897-7151",24,NA,"phosphate","scopus"
"3340","A. Schmitt","Identification of regeneration-associated genes after central and peripheral nerve injury in the adult rat",2003,"BMC Neuroscience",NA,"2021-01-18 11:25:53","Article","10.1186/1471-2202-4-8","1471-2202",4,NA,"phosphate","scopus"
